,PLD
2013-11-26,18500052483
2013-11-27,18709065163
2013-11-29,18436862604
2013-12-02,18276457524
2013-12-03,18203546125
2013-12-04,18125773965
2013-12-05,18091748645
2013-12-06,18393115764
2013-12-09,18436862604
2013-12-10,18359090444
2013-12-11,17736913167
2013-12-12,17775799246
2013-12-13,17639697967
2013-12-16,17566786567
2013-12-17,17659141007
2013-12-18,18062584085
2013-12-19,17853571406
2013-12-20,17902179006
2013-12-23,17979951166
2013-12-24,17970229646
2013-12-26,18048001805
2013-12-27,18077166365
2013-12-30,18077166365
2013-12-31,18426817200
2014-01-02,18406869360
2014-01-03,18571439040
2014-01-06,18651230400
2014-01-07,18815800080
2014-01-08,18790865280
2014-01-09,18551491200
2014-01-10,18750969600
2014-01-13,18327078000
2014-01-14,18561465120
2014-01-15,18706086960
2014-01-16,18596373840
2014-01-17,18441778080
2014-01-21,18621308640
2014-01-22,18825774000
2014-01-23,18661204320
2014-01-24,18322091040
2014-01-27,18207390960
2014-01-28,18566452080
2014-01-29,18456738960
2014-01-30,19354391760
2014-01-31,19329456960
2014-02-03,19035226320
2014-02-04,19324470000
2014-02-05,19508987520
2014-02-06,19738387680
2014-02-07,19912931280
2014-02-10,20117396640
2014-02-11,20257031520
2014-02-12,20301914160
2014-02-13,20361757680
2014-02-14,20281966320
2014-02-18,20346796800
2014-02-19,20306901120
2014-02-20,20142331440
2014-02-21,20252044560
2014-02-24,20291940240
2014-02-25,20401653360
2014-02-26,20456509920
2014-02-27,20396666400
2014-02-28,20541288240
2014-03-03,20411627280
2014-03-04,20930271120
2014-03-05,20825544960
2014-03-06,20606118720
2014-03-07,20381705520
2014-03-10,20107422720
2014-03-11,20172253200
2014-03-12,20262018480
2014-03-13,20127370560
2014-03-14,20042592240
2014-03-17,20197188000
2014-03-18,20366744640
2014-03-19,19957813920
2014-03-20,20072514000
2014-03-21,20242070640
2014-03-24,20002696560
2014-03-25,20182227120
2014-03-26,19902957360
2014-03-27,20007683520
2014-03-28,20217135840
2014-03-31,20378742960
2014-04-01,20403698560
2014-04-02,20368760720
2014-04-03,20403698560
2014-04-04,20483556480
2014-04-07,20508512080
2014-04-08,20543449920
2014-04-09,20618316720
2014-04-10,20189080400
2014-04-11,19989435600
2014-04-14,20014391200
2014-04-15,20318849520
2014-04-16,20413680800
2014-04-17,20608334480
2014-04-21,20658245680
2014-04-22,20578387760
2014-04-23,20433645280
2014-04-24,20578387760
2014-04-25,20328831760
2014-04-28,20433645280
2014-04-29,20408689680
2014-04-30,20278920560
2014-05-01,20433645280
2014-05-02,20358778480
2014-05-05,20558423280
2014-05-06,20278920560
2014-05-07,20573396640
2014-05-08,20653254560
2014-05-09,20563414400
2014-05-12,20668227920
2014-05-13,20643272320
2014-05-14,20598352240
2014-05-15,20458600880
2014-05-16,20688192400
2014-05-19,20523485440
2014-05-20,20373751840
2014-05-21,20263947200
2014-05-22,20214036000
2014-05-23,20473574240
2014-05-27,20693183520
2014-05-28,20483556480
2014-05-29,20633290080
2014-05-30,20718139120
2014-06-02,20718139120
2014-06-03,20488547600
2014-06-04,20653254560
2014-06-05,21227233360
2014-06-06,21057535280
2014-06-09,20678210160
2014-06-10,20533467680
2014-06-11,20558423280
2014-06-12,20443627520
2014-06-13,20418671920
2014-06-16,20418671920
2014-06-17,20478565360
2014-06-18,20653254560
2014-06-19,20802988160
2014-06-20,20603343360
2014-06-23,20568405520
2014-06-24,20648263440
2014-06-25,20743094720
2014-06-26,20513503200
2014-06-27,20553432160
2014-06-30,20515908280
2014-07-01,20535879960
2014-07-02,20555851640
2014-07-03,20421042800
2014-07-07,20535879960
2014-07-08,20530887040
2014-07-09,20495936600
2014-07-10,20585809160
2014-07-11,20615766680
2014-07-14,20765554280
2014-07-15,20700646320
2014-07-16,20825469320
2014-07-17,20695653400
2014-07-18,20825469320
2014-07-21,20745582600
2014-07-22,20960278160
2014-07-23,20980249840
2014-07-24,20905356040
2014-07-25,20785525960
2014-07-28,21050150720
2014-07-29,20850433920
2014-07-30,20685667560
2014-07-31,20376106520
2014-08-01,20246290600
2014-08-04,20316191480
2014-08-05,20051566720
2014-08-06,19946715400
2014-08-07,19906772040
2014-08-08,20076531320
2014-08-11,20141439280
2014-08-12,20111481760
2014-08-13,20411056960
2014-08-14,20386092360
2014-08-15,20371113600
2014-08-18,20610773760
2014-08-19,20605780840
2014-08-20,20655710040
2014-08-21,20540872880
2014-08-22,20426035720
2014-08-25,20386092360
2014-08-26,20371113600
2014-08-27,20346149000
2014-08-28,20341156080
2014-08-29,20441014480
2014-09-02,20426035720
2014-09-03,20331170240
2014-09-04,20266262280
2014-09-05,20600787920
2014-09-08,20695653400
2014-09-09,20645724200
2014-09-10,20296219800
2014-09-11,20176389720
2014-09-12,19497352600
2014-09-15,19387508360
2014-09-16,19467395080
2014-09-17,19362543760
2014-09-18,19127876520
2014-09-19,19297635800
2014-09-22,19062968560
2014-09-23,18953124320
2014-09-24,18988074760
2014-09-25,18698485400
2014-09-26,18993067680
2014-09-29,19062968560
2014-09-30,18834279024
2014-10-01,18764337404
2014-10-02,18759341574
2014-10-03,18799308214
2014-10-06,18849266514
2014-10-07,18634445825
2014-10-08,19039108053
2014-10-09,18799308214
2014-10-10,18624454165
2014-10-13,18569500035
2014-10-14,19124037163
2014-10-15,19084070523
2014-10-16,19193978783
2014-10-17,19528699391
2014-10-20,19773495060
2014-10-21,20088232349
2014-10-22,19988315749
2014-10-23,20208132269
2014-10-24,20348015508
2014-10-27,20363002998
2014-10-28,20512877897
2014-10-29,20477907088
2014-10-30,20507882067
2014-10-31,20807631866
2014-11-03,20897556806
2014-11-04,20747681906
2014-11-05,20807631866
2014-11-06,20772661056
2014-11-07,20687731947
2014-11-10,20822619356
2014-11-11,20807631866
2014-11-12,20482902918
2014-11-13,20532861217
2014-11-14,20367998828
2014-11-17,20487898747
2014-11-18,20672744457
2014-11-19,20402969638
2014-11-20,20457923768
2014-11-21,20602802837
2014-11-24,20727698587
2014-11-25,20782652716
2014-11-26,20982485916
2014-11-28,21122369155
2014-12-01,21137356645
2014-12-02,21307214864
2014-12-03,21337189844
2014-12-04,21252260734
2014-12-05,21272244054
2014-12-08,21382152314
2014-12-09,21457089764
2014-12-10,21322202354
2014-12-11,21427114784
2014-12-12,21102385835
2014-12-15,20627781987
2014-12-16,20667748627
2014-12-17,21172327455
2014-12-18,21302219034
2014-12-19,21232277415
2014-12-22,21666914623
2014-12-23,21721868753
2014-12-24,21537023043
2014-12-26,21711877093
2014-12-29,21736856242
2014-12-30,21801802032
2014-12-31,22118366660
2015-01-02,22323975460
2015-01-05,22308554800
2015-01-06,22385658100
2015-01-07,22724912620
2015-01-08,22730052840
2015-01-09,22694071300
2015-01-12,22925381200
2015-01-13,22467901620
2015-01-14,22473041840
2015-01-15,22498742940
2015-01-16,22694071300
2015-01-20,22534724480
2015-01-21,22632388660
2015-01-22,23192672640
2015-01-23,23290336820
2015-01-26,23567908700
2015-01-27,24225856860
2015-01-28,23860901240
2015-01-29,23768377280
2015-01-30,23202953080
2015-02-02,23208093300
2015-02-03,23244074840
2015-02-04,23218373740
2015-02-05,23537067380
2015-02-06,22945942080
2015-02-09,22966502960
2015-02-10,23069307360
2015-02-11,22827717020
2015-02-12,23012764940
2015-02-13,22519303820
2015-02-17,22467901620
2015-02-18,22596407120
2015-02-19,22025842700
2015-02-20,22113226440
2015-02-23,22339396120
2015-02-24,21943599180
2015-02-25,22051543800
2015-02-26,21809953460
2015-02-27,21953879620
2015-03-02,21948739400
2015-03-03,21923038300
2015-03-04,21784252360
2015-03-05,21928178520
2015-03-06,21280510800
2015-03-09,21311352120
2015-03-10,21152005300
2015-03-11,21444997840
2015-03-12,21876776320
2015-03-13,21820233900
2015-03-16,22000141600
2015-03-17,21989861160
2015-03-18,22359957000
2015-03-19,22452480960
2015-03-20,22817436580
2015-03-23,22992204060
2015-03-24,22812296360
2015-03-25,22421639640
2015-03-26,22138927540
2015-03-27,22123506880
2015-03-30,22596407120
2015-03-31,22802614560
2015-04-01,22713623640
2015-04-02,22818318840
2015-04-06,23226630120
2015-04-07,22692684600
2015-04-08,22771206000
2015-04-09,22179678120
2015-04-10,22242495240
2015-04-13,22211086680
2015-04-14,22425711840
2015-04-15,22378599000
2015-04-16,22493763720
2015-04-17,22446650880
2015-04-20,22535641800
2015-04-21,22383833760
2015-04-22,22174443360
2015-04-23,22279138560
2015-04-24,22279138560
2015-04-27,22221556200
2015-04-28,22106391480
2015-04-29,21504394080
2015-04-30,21043735200
2015-05-01,21158899920
2015-05-04,21132726120
2015-05-05,20682536760
2015-05-06,20734884360
2015-05-07,21059439480
2015-05-08,21331647000
2015-05-11,21169369440
2015-05-12,21122256600
2015-05-13,20891927160
2015-05-14,21080378520
2015-05-15,21321177480
2015-05-18,21242656080
2015-05-19,21226951800
2015-05-20,21331647000
2015-05-21,21111787080
2015-05-22,21085613280
2015-05-26,20912866200
2015-05-27,21132726120
2015-05-28,21075143760
2015-05-29,20724414840
2015-06-01,21001857120
2015-06-02,21028030920
2015-06-03,20912866200
2015-06-04,20970448560
2015-06-05,20928570480
2015-06-08,20834344800
2015-06-09,20452207320
2015-06-10,20619719640
2015-06-11,20755823400
2015-06-12,20567372040
2015-06-15,20431268280
2015-06-16,20520259200
2015-06-17,20624954400
2015-06-18,20808171000
2015-06-19,20572606800
2015-06-22,20530728720
2015-06-23,20310868800
2015-06-24,20216643120
2015-06-25,19949670360
2015-06-26,20017722240
2015-06-29,19452368160
2015-06-30,19422888800
2015-07-01,19789358400
2015-07-02,19857417040
2015-07-06,19836475920
2015-07-07,20260533600
2015-07-08,20004004880
2015-07-09,20024946000
2015-07-10,20192474960
2015-07-13,20339062800
2015-07-14,20360003920
2015-07-15,20417592000
2015-07-16,20679356000
2015-07-17,20679356000
2015-07-20,20757885200
2015-07-21,21103413680
2015-07-22,21014413920
2015-07-23,20899237760
2015-07-24,20867826080
2015-07-27,20914943600
2015-07-28,21129590080
2015-07-29,21276177920
2015-07-30,21045825600
2015-07-31,21260472080
2015-08-03,21276177920
2015-08-04,21176707600
2015-08-05,21192413440
2015-08-06,21302354320
2015-08-07,21339001280
2015-08-10,21323295440
2015-08-11,21537941920
2015-08-12,21558883040
2015-08-13,21595530000
2015-08-14,21647882800
2015-08-17,21956764320
2015-08-18,22119058000
2015-08-19,22045764080
2015-08-20,21784000080
2015-08-21,21286648480
2015-08-24,19935946240
2015-08-25,19082595600
2015-08-26,19648005840
2015-08-27,20271004160
2015-08-28,20360003920
2015-08-31,19894064000
2015-09-01,19339124320
2015-09-02,19600888320
2015-09-03,19794593680
2015-09-04,19203007040
2015-09-08,19511888560
2015-09-09,19108772000
2015-09-10,19239654000
2015-09-11,19490947440
2015-09-14,19475241600
2015-09-15,19757946720
2015-09-16,19742240880
2015-09-17,19993534320
2015-09-18,19972593200
2015-09-21,20239592480
2015-09-22,19967357920
2015-09-23,20124416320
2015-09-24,19899299280
2015-09-25,20239592480
2015-09-28,19904534560
2015-09-29,20281474720
2015-09-30,20276274900
2015-10-01,20474346480
2015-10-02,20781878670
2015-10-05,21131110140
2015-10-06,21131110140
2015-10-07,21240570750
2015-10-08,21490766430
2015-10-09,21584589810
2015-10-12,21845210310
2015-10-13,21527253300
2015-10-14,21344818950
2015-10-15,21631501500
2015-10-16,21725324880
2015-10-19,22048494300
2015-10-20,22288265160
2015-10-21,22303902390
2015-10-22,22522823610
2015-10-23,22429000230
2015-10-26,22533248430
2015-10-27,22475911920
2015-10-28,22595797350
2015-10-29,22496761560
2015-10-30,22272627930
2015-11-02,22767806880
2015-11-03,22543673250
2015-11-04,22501973970
2015-11-05,22491549150
2015-11-06,21824360670
2015-11-09,21297907260
2015-11-10,21443854740
2015-11-11,21548102940
2015-11-12,21402155460
2015-11-13,21355243770
2015-11-16,21787873800
2015-11-17,21683625600
2015-11-18,22032857070
2015-11-19,22043281890
2015-11-20,22465487100
2015-11-23,22528036020
2015-11-24,22590584940
2015-11-25,22538460840
2015-11-27,22726107600
2015-11-30,22283052750
2015-12-01,22762594470
2015-12-02,22074556350
2015-12-03,21621076680
2015-12-04,22256990700
2015-12-07,22236141060
2015-12-08,22121468040
2015-12-09,21959883330
2015-12-10,21886909590
2015-12-11,21584589810
2015-12-14,21522040890
2015-12-15,21662775960
2015-12-16,22058919120
2015-12-17,21892122000
2015-12-18,21730537290
2015-12-21,21839997900
2015-12-22,21928608870
2015-12-23,22095405990
2015-12-24,22131892860
2015-12-28,22366451310
2015-12-29,22710470370
2015-12-30,22538460840
2015-12-31,22498878600
2016-01-04,21964189500
2016-01-05,22425489900
2016-01-06,22304922750
2016-01-07,21723055200
2016-01-08,21529099350
2016-01-11,21502889100
2016-01-12,21329901450
2016-01-13,21230302500
2016-01-14,20784728250
2016-01-15,20344396050
2016-01-19,20464963200
2016-01-20,19610509050
2016-01-21,19778254650
2016-01-22,20229070950
2016-01-25,20035115100
2016-01-26,20889569250
2016-01-27,20690371350
2016-01-28,20381090400
2016-01-29,20690371350
2016-02-01,20690371350
2016-02-02,20585530350
2016-02-03,20716581600
2016-02-04,20748033900
2016-02-05,20569804200
2016-02-08,19736318250
2016-02-09,19605267000
2016-02-10,19552846500
2016-02-11,18645971850
2016-02-12,18908074350
2016-02-16,19479457800
2016-02-17,19636719300
2016-02-18,19746802350
2016-02-19,19568572650
2016-02-22,19767770550
2016-02-23,19872611550
2016-02-24,20008904850
2016-02-25,20480689350
2016-02-26,20239555050
2016-02-29,20160924300
2016-03-01,21114977400
2016-03-02,21214576350
2016-03-03,21502889100
2016-03-04,21749265450
2016-03-07,21806928000
2016-03-08,21670634700
2016-03-09,21869832600
2016-03-10,21702087000
2016-03-11,22273470450
2016-03-14,22221049950
2016-03-15,22200081750
2016-03-16,22189597650
2016-03-17,22525088850
2016-03-18,22409763750
2016-03-21,22336375050
2016-03-22,22310164800
2016-03-23,22110966900
2016-03-24,22184355600
2016-03-28,22514604750
2016-03-29,22981147200
2016-03-30,22892032350
2016-03-31,23187519560
2016-04-01,23418450040
2016-04-04,23297736380
2016-04-05,23156029040
2016-04-06,23119290100
2016-04-07,22909353300
2016-04-08,23156029040
2016-04-11,23077302740
2016-04-12,23077302740
2016-04-13,23371214260
2016-04-14,23302984800
2016-04-15,23528666860
2016-04-18,23680871040
2016-04-19,24027266760
2016-04-20,23633635260
2016-04-21,23219010080
2016-04-22,23565405800
2016-04-25,24032515180
2016-04-26,24037763600
2016-04-27,24142732000
2016-04-28,23959037300
2016-04-29,23833075220
2016-05-02,24147980420
2016-05-03,23959037300
2016-05-04,24079750960
2016-05-05,24200464620
2016-05-06,24457637200
2016-05-09,24819778180
2016-05-10,25061205500
2016-05-11,24646580320
2016-05-12,24903752900
2016-05-13,24898504480
2016-05-16,25239651780
2016-05-17,24929995000
2016-05-18,24594096120
2016-05-19,24415649840
2016-05-20,24583599280
2016-05-23,24426146680
2016-05-24,24804032920
2016-05-25,24714809780
2016-05-26,24725306620
2016-05-27,24971982360
2016-05-31,24945740260
2016-06-01,25082199180
2016-06-02,25197664420
2016-06-03,25433843320
2016-06-06,25360365440
2016-06-07,25722506420
2016-06-08,25906201120
2016-06-09,26173870540
2016-06-10,26200112640
2016-06-13,26231603160
2016-06-14,25900952700
2016-06-15,26179118960
2016-06-16,26415297860
2016-06-17,26168622120
2016-06-20,26184367380
2016-06-21,26226354740
2016-06-22,26257845260
2016-06-23,26289335780
2016-06-24,25265893880
2016-06-27,24625586640
2016-06-28,25171422320
2016-06-29,25774990620
2016-06-30,25858203520
2016-07-01,25700017120
2016-07-05,26121847520
2016-07-06,26032208560
2016-07-07,25705290000
2016-07-08,26127120400
2016-07-11,26316944080
2016-07-12,26411855920
2016-07-13,26707137200
2016-07-14,26870596480
2016-07-15,27065693040
2016-07-18,27218606560
2016-07-19,27266062480
2016-07-20,27208060800
2016-07-21,27302972640
2016-07-22,27719530160
2016-07-25,27940991120
2016-07-26,28051721600
2016-07-27,27693165760
2016-07-28,28278455440
2016-07-29,28731923120
2016-08-01,28795197680
2016-08-02,28579009600
2016-08-03,28505189280
2016-08-04,28473552000
2016-08-05,28536826560
2016-08-08,28341730000
2016-08-09,28600101120
2016-08-10,28684467200
2016-08-11,28489370640
2016-08-12,28658102800
2016-08-15,28563190960
2016-08-16,28410277440
2016-08-17,28257363920
2016-08-18,28167724960
2016-08-19,28114996160
2016-08-22,28262636800
2016-08-23,28378640160
2016-08-24,28046448720
2016-08-25,28109723280
2016-08-26,27714257280
2016-08-29,28030630080
2016-08-30,28020084320
2016-08-31,28004265680
2016-09-01,27956809760
2016-09-02,28463006240
2016-09-06,28542099440
2016-09-07,28768833280
2016-09-08,28494643520
2016-09-09,27150059120
2016-09-12,27672074240
2016-09-13,26970781200
2016-09-14,27155332000
2016-09-15,27028782880
2016-09-16,27139513360
2016-09-19,27640436960
2016-09-20,27561343760
2016-09-21,28099177520
2016-09-22,28679194320
2016-09-23,28737196000
2016-09-26,28652829920
2016-09-27,28415550320
2016-09-28,28742468880
2016-09-29,28362821520
2016-09-30,28167554620
2016-10-03,27688800890
2016-10-04,26920690510
2016-10-05,26562940470
2016-10-06,26415631630
2016-10-07,26199929400
2016-10-10,26357760300
2016-10-11,26157841160
2016-10-12,26399848540
2016-10-13,26941734630
2016-10-14,26762859610
2016-10-17,26936473600
2016-10-18,27394183210
2016-10-19,27520447930
2016-10-20,27730889130
2016-10-21,27567797200
2016-10-24,27783499430
2016-10-25,27694061920
2016-10-26,27399444240
2016-10-27,26831253000
2016-10-28,26868080210
2016-10-31,27441532480
2016-11-01,26715510340
2016-11-02,26226234550
2016-11-03,25926355840
2016-11-04,25957922020
2016-11-07,26736554460
2016-11-08,26857558150
2016-11-09,25558083740
2016-11-10,24732102030
2016-11-11,24400657140
2016-11-14,25158245460
2016-11-15,25273988120
2016-11-16,25326598420
2016-11-17,25263466060
2016-11-18,25763263910
2016-11-21,25731697730
2016-11-22,26168363220
2016-11-23,26152580130
2016-11-25,26147319100
2016-11-28,26626072830
2016-11-29,27062738320
2016-11-30,26778642700
2016-12-01,26278844850
2016-12-02,26278844850
2016-12-05,26620811800
2016-12-06,26673422100
2016-12-07,27630929560
2016-12-08,27609885440
2016-12-09,27562536170
2016-12-12,27857153850
2016-12-13,27988679600
2016-12-14,27231091280
2016-12-15,26999605960
2016-12-16,27609885440
2016-12-19,27615146470
2016-12-20,27594102350
2016-12-21,27304745700
2016-12-22,27304745700
2016-12-23,27225830250
2016-12-27,27378400120
2016-12-28,27120609650
2016-12-29,27499403810
2016-12-30,27772977370
2017-01-03,27916468800
2017-01-04,28413466540
2017-01-05,28424040960
2017-01-06,28609093310
2017-01-09,28392317700
2017-01-10,27741990870
2017-01-11,27625672250
2017-01-12,27858309490
2017-01-13,27652108300
2017-01-17,27773714130
2017-01-18,27942904850
2017-01-19,27895319960
2017-01-20,27794862970
2017-01-23,27932330430
2017-01-24,27403609430
2017-01-25,27382460590
2017-01-26,26933047740
2017-01-27,26039509250
2017-01-30,25769861540
2017-01-31,25828020850
2017-02-01,25611245240
2017-02-02,25939052260
2017-02-03,26547081410
2017-02-06,26113530190
2017-02-07,25764574330
2017-02-08,26102955770
2017-02-09,26129391820
2017-02-10,26494209310
2017-02-13,26420188370
2017-02-14,26393752320
2017-02-15,26124104610
2017-02-16,26499496520
2017-02-17,26536506990
2017-02-21,26832590750
2017-02-22,26615815140
2017-02-23,26732133760
2017-02-24,27007068680
2017-02-27,27287290810
2017-02-28,26991207050
2017-03-01,26959483790
2017-03-02,26991207050
2017-03-03,27038791940
2017-03-06,26747995390
2017-03-07,26726846550
2017-03-08,26399039530
2017-03-09,26065945300
2017-03-10,26118817400
2017-03-13,26060658090
2017-03-14,26097668560
2017-03-15,26806154700
2017-03-16,26806154700
2017-03-17,26954196580
2017-03-20,27234418710
2017-03-21,26652825610
2017-03-22,26599953510
2017-03-23,26890750060
2017-03-24,26980632630
2017-03-27,26367316270
2017-03-28,26594666300
2017-03-29,26774431440
2017-03-30,27059940780
2017-03-31,27498475200
2017-04-03,27689289600
2017-04-04,27827100000
2017-04-05,27917206800
2017-04-06,28123922400
2017-04-07,28399543200
2017-04-10,28728168000
2017-04-11,28929583200
2017-04-12,29115097200
2017-04-13,28924282800
2017-04-17,29290010400
2017-04-18,28918982400
2017-04-19,28781172000
2017-04-20,28903081200
2017-04-21,28807674000
2017-04-24,28802373600
2017-04-25,29077994400
2017-04-26,28860678000
2017-04-27,29099196000
2017-04-28,28839476400
2017-05-01,29024990400
2017-05-02,28940184000
2017-05-03,28526752800
2017-05-04,28680464400
2017-05-05,28971986400
2017-05-08,29046192000
2017-05-09,28728168000
2017-05-10,28956085200
2017-05-11,28950784800
2017-05-12,28807674000
2017-05-15,29152200000
2017-05-16,29062093200
2017-05-17,29327113200
2017-05-18,29030290800
2017-05-19,29279409600
2017-05-22,29369516400
2017-05-23,29517927600
2017-05-24,29613334800
2017-05-25,29629236000
2017-05-26,29570931600
2017-05-30,29592133200
2017-05-31,29438421600
2017-06-01,29634536400
2017-06-02,30148675200
2017-06-05,29899556400
2017-06-06,29936659200
2017-06-07,30085070400
2017-06-08,29926058400
2017-06-09,30281185200
2017-06-12,30387193200
2017-06-13,30312987600
2017-06-14,30652213200
2017-06-15,31012640400
2017-06-16,30811225200
2017-06-19,31055043600
2017-06-20,30567406800
2017-06-21,30768822000
2017-06-22,30551505600
2017-06-23,31017940800
2017-06-26,31304162400
2017-06-27,31123948800
2017-06-28,31373067600
2017-06-29,31108047600
2017-06-30,31154728320
2017-07-03,31446936720
2017-07-05,31096286640
2017-07-06,30432176640
2017-07-07,30681882000
2017-07-10,30432176640
2017-07-11,30251538720
2017-07-12,30703133520
2017-07-13,30575624400
2017-07-14,30857207040
2017-07-17,31090973760
2017-07-18,31941034560
2017-07-19,31941034560
2017-07-20,31436310960
2017-07-21,31340679120
2017-07-24,32036666400
2017-07-25,32020727760
2017-07-26,32482948320
2017-07-27,32493574080
2017-07-28,32700776400
2017-07-31,32307623280
2017-08-01,32589205920
2017-08-02,32514825600
2017-08-03,32472322560
2017-08-04,32599831680
2017-08-07,32222617200
2017-08-08,32291684640
2017-08-09,32270433120
2017-08-10,31845402720
2017-08-11,31723206480
2017-08-14,32583893040
2017-08-15,32881414320
2017-08-16,33072678000
2017-08-17,32567954400
2017-08-18,32530764240
2017-08-21,32987671920
2017-08-22,32780469600
2017-08-23,33370199280
2017-08-24,33083303760
2017-08-25,33248003040
2017-08-28,33168309840
2017-08-29,33035487840
2017-08-30,33184248480
2017-08-31,33662407680
2017-09-01,33885548640
2017-09-05,33742100880
2017-09-06,33545524320
2017-09-07,33848358480
2017-09-08,33986493360
2017-09-11,34602787440
2017-09-12,34353082080
2017-09-13,34007744880
2017-09-14,34687793520
2017-09-15,34639977600
2017-09-18,34549658640
2017-09-19,34400898000
2017-09-20,34331830560
2017-09-21,34193695680
2017-09-22,33832419840
2017-09-25,34013057759
2017-09-26,33821794080
2017-09-27,33423328080
2017-09-28,33763352400
2017-09-29,33715536480
2017-10-02,33728136000
2017-10-03,33781176000
2017-10-04,33988032000
2017-10-05,34247927999
2017-10-06,34221407999
2017-10-09,34385832000
2017-10-10,34327488000
2017-10-11,34210800000
2017-10-12,34518432000
2017-10-13,34587384000
2017-10-16,34476000000
2017-10-17,34110024000
2017-10-18,34640424000
2017-10-19,34237320000
2017-10-20,34178976000
2017-10-23,34189583999
2017-10-24,33966816000
2017-10-25,33961512000
2017-10-26,34088807999
2017-10-27,34311576000
2017-10-30,33988032000
2017-10-31,34253232000
2017-11-01,34476000000
2017-11-02,34974576000
2017-11-03,35149608000
2017-11-06,35292816000
2017-11-07,35287512000
2017-11-08,35388288000
2017-11-09,35260992000
2017-11-10,35123088000
2017-11-13,35573928000
2017-11-14,35637576000
2017-11-15,34788936000
2017-11-16,35563320000
2017-11-17,35165520000
2017-11-20,35239776000
2017-11-21,35748960000
2017-11-22,35478456000
2017-11-24,35568624000
2017-11-27,35467848000
2017-11-28,35372376000
2017-11-29,35075352000
2017-11-30,35128392000
2017-12-01,35107176000
2017-12-04,34974576000
2017-12-05,34178976000
2017-12-06,34327488000
2017-12-07,34910928000
2017-12-08,35091264000
2017-12-11,34863192000
2017-12-12,35096568000
2017-12-13,34879104000
2017-12-14,34958664000
2017-12-15,34995792000
2017-12-18,34932144000
2017-12-19,33616752000
2017-12-20,33441720000
2017-12-21,33420504000
2017-12-22,33855432000
2017-12-26,33850128000
2017-12-27,34094112000
2017-12-28,34348704000
2017-12-29,34216104000
2018-01-02,34065161850
2018-01-03,34001299650
2018-01-04,33320102850
2018-01-05,33293493600
2018-01-08,33681988650
2018-01-09,33341390250
2018-01-10,32697446400
2018-01-11,32809205250
2018-01-12,32915642250
2018-01-16,33069975900
2018-01-17,33453149100
2018-01-18,32692124550
2018-01-19,32878389300
2018-01-22,33586195350
2018-01-23,34576059450
2018-01-24,34315288800
2018-01-25,34176920700
2018-01-26,34267392150
2018-01-29,33735207150
2018-01-30,33474436500
2018-01-31,34650565350
2018-02-01,33910828200
2018-02-02,33969368550
2018-02-05,32575043850
2018-02-06,32324916900
2018-02-07,31952387400
2018-02-08,31042351050
2018-02-09,32101399200
2018-02-12,32010927750
2018-02-13,32548434600
2018-02-14,32218479900
2018-02-15,32681480850
2018-02-16,32984826300
2018-02-20,32585687550
2018-02-21,31883203350
2018-02-22,31899168900
2018-02-23,32601653100
2018-02-26,32628262350
2018-02-27,32122686600
2018-02-28,32292985800
2018-03-01,32314273200
2018-03-02,32048180700
2018-03-05,32511181650
2018-03-06,32782596000
2018-03-07,32952895200
2018-03-08,33197700300
2018-03-09,33894862650
2018-03-12,33825678600
2018-03-13,33724563450
2018-03-14,33644735700
2018-03-15,33761816400
2018-03-16,33969368550
2018-03-19,33708597900
2018-03-20,33836322300
2018-03-21,33330746550
2018-03-22,32841136350
2018-03-23,31989640350
2018-03-26,32585687550
2018-03-27,33016757400
2018-03-28,33277528050
2018-03-29,33522333150
2018-04-02,32704034600
2018-04-03,32879805470
2018-04-04,33103513850
2018-04-05,32895784640
2018-04-06,32618812360
2018-04-09,32661423480
2018-04-10,32810562400
2018-04-11,32821215180
2018-04-12,32831867960
2018-04-13,33162104140
2018-04-16,33343201400
2018-04-17,34781326700
2018-04-18,34973076740
2018-04-19,34744041970
2018-04-20,34616208610
2018-04-23,34557618320
2018-04-24,34738715580
2018-04-25,34429784960
2018-04-26,35084930930
2018-04-27,35463104620
2018-04-30,34573597490
2018-05-01,34658819730
2018-05-02,34488375250
2018-05-03,34515007200
2018-05-04,34754694750
2018-05-07,34882528110
2018-05-08,34722736410
2018-05-09,34738715580
2018-05-10,34935792010
2018-05-11,34797305870
2018-05-14,34733389190
2018-05-15,34206076580
2018-05-16,33769312600
2018-05-17,33705395920
2018-05-18,33684090360
2018-05-21,33993020980
2018-05-22,33966389030
2018-05-23,34499028030
2018-05-24,34344562720
2018-05-25,34307277990
2018-05-29,34254014090
2018-05-30,34515007200
2018-05-31,34275319649
2018-06-01,34680125290
2018-06-04,35287333750
2018-06-05,35175479560
2018-06-06,35122215660
2018-06-07,35132868440
2018-06-08,35127542050
2018-06-11,34877201720
2018-06-12,34893180890
2018-06-13,34211402970
2018-06-14,34312604380
2018-06-15,34062264050
2018-06-18,34179444630
2018-06-19,33827902890
2018-06-20,34147486290
2018-06-21,34062264050
2018-06-22,34254014090
2018-06-25,34163465460
2018-06-26,34099548779
2018-06-27,34307277990
2018-06-28,34701430850
2018-06-29,34989055910
2018-07-02,37068030400
2018-07-03,37372526000
2018-07-05,37906829600
2018-07-06,38033224000
2018-07-09,37803416000
2018-07-10,37820651600
2018-07-11,37573608000
2018-07-12,37728728400
2018-07-13,37648295600
2018-07-16,37366780800
