,H
2023-10-02,10778208000
2023-10-03,10531560000
2023-10-04,10749312000
2023-10-05,10767888000
2023-10-06,10776144000
2023-10-09,10780272000
2023-10-10,11425272000
2023-10-11,11175528000
2023-10-12,11109480000
2023-10-13,10846320000
2023-10-16,11034144000
2023-10-17,11077488000
2023-10-18,10882440000
2023-10-19,10720416000
2023-10-20,10364376000
2023-10-23,10521240000
2023-10-24,10547040000
2023-10-25,10460352000
2023-10-26,10373664000
2023-10-27,10245696000
2023-10-30,10471704000
2023-10-31,10571808000
2023-11-01,10732800000
2023-11-02,10539816000
2023-11-03,10800912000
2023-11-06,10719384000
2023-11-07,11013504000
2023-11-08,10862832000
2023-11-09,10928880000
2023-11-10,11144568000
2023-11-13,11102256000
2023-11-14,11427336000
2023-11-15,11610000000
2023-11-16,11727648000
2023-11-17,11902056000
2023-11-20,11889672000
2023-11-21,11928888000
2023-11-22,12101232000
2023-11-24,12051696000
2023-11-27,11961912000
2023-11-28,11784408000
2023-11-29,11745192000
2023-11-30,11843232000
2023-12-01,12187920000
2023-12-04,12388128000
2023-12-05,12074400000
2023-12-06,12189984000
2023-12-07,12468624000
2023-12-08,12656448000
2023-12-11,13182768000
2023-12-12,13147680000
2023-12-13,13181736000
2023-12-14,13454184000
2023-12-15,13482047999
2023-12-18,13561512000
2023-12-19,13470696000
2023-12-20,13112592000
2023-12-21,13419096000
2023-12-22,13466568000
2023-12-26,13528488000
2023-12-27,13452120000
2023-12-28,13479984000
2023-12-29,13458312000
2024-01-02,13413935999
2024-01-03,13164192000
2024-01-04,13057896000
2024-01-05,13247784000
2024-01-08,13402584000
2024-01-09,13268424000
2024-01-10,13332408000
2024-01-11,13296288000
2024-01-12,13199280000
2024-01-16,13100208000
2024-01-17,13181736000
2024-01-18,13371624000
2024-01-19,13475856000
2024-01-22,13531584000
2024-01-23,13537776000
2024-01-24,13494432000
2024-01-25,13533647999
2024-01-26,13461408000
2024-01-29,13536743999
2024-01-30,13488239999
2024-01-31,13247784000
2024-02-01,13437672000
2024-02-02,13507847999
2024-02-05,13302480000
2024-02-06,13363368000
2024-02-07,13363368000
2024-02-08,13519200000
2024-02-09,13465535999
2024-02-12,13700832000
2024-02-13,13055832000
2024-02-14,13320024000
2024-02-15,13862856000
2024-02-16,13708056000
2024-02-20,13651296000
2024-02-21,13782360000
2024-02-22,13987728000
2024-02-23,15497543999
2024-02-26,15594552000
2024-02-27,15631704000
2024-02-28,15711168000
2024-02-29,15850488000
2024-03-01,16290120000
2024-03-04,16256064000
2024-03-05,16288056000
2024-03-06,16237488000
2024-03-07,16166280000
2024-03-08,16171439999
2024-03-11,15910343999
2024-03-12,16151832000
2024-03-13,16204464000
2024-03-14,16112616000
2024-03-15,15851520000
2024-03-18,16111584000
2024-03-19,16213752000
2024-03-20,16336560000
2024-03-21,16454208000
2024-03-22,16424280000
2024-03-25,16290120000
2024-03-26,16441824000
2024-03-27,16598688000
2024-03-28,16472784000
2024-04-01,16316952000
2024-04-02,16044504000
2024-04-03,16251935999
2024-04-04,16078560000
2024-04-05,16219943999
2024-04-08,16232328000
2024-04-09,16240584000
2024-04-10,16087847999
2024-04-11,16200335999
2024-04-12,15763800000
2024-04-15,15686400000
2024-04-16,15454200000
2024-04-17,15360288000
2024-04-18,15252960000
2024-04-19,15105384000
2024-04-22,15127056000
2024-04-23,15460392000
2024-04-24,15668856000
2024-04-25,15610032000
2024-04-26,15616224000
2024-04-29,15708072000
2024-04-30,15355128000
2024-05-01,15377832000
2024-05-02,15653376000
2024-05-03,15531600000
2024-05-06,15871766560
2024-05-07,15461120000
2024-05-08,15195896000
2024-05-09,15653356000
2024-05-10,15646159999
2024-05-13,15340843999
2024-05-14,15468316000
2024-05-15,15338788000
2024-05-16,15334675999
2024-05-17,15322340000
2024-05-20,15488875999
2024-05-21,15450840000
2024-05-22,15421028000
2024-05-23,15093096000
2024-05-24,15221596000
2024-05-28,15207204000
2024-05-29,14872075999
2024-05-30,14986184000
2024-05-31,15159916000
2024-06-03,14841236000
2024-06-04,14786752000
2024-06-05,14904972000
2024-06-06,14975904000
2024-06-07,14921420000
2024-06-10,15014968000
2024-06-11,14996464000
2024-06-12,15393272000
2024-06-13,15281220000
2024-06-14,15159916000
2024-06-17,15416916000
2024-06-18,15483736000
2024-06-20,15421028000
2024-06-21,15261688000
2024-06-24,15447756000
2024-06-25,15417943999
2024-06-26,15302808000
2024-06-27,15316172000
2024-06-28,15617375999
2024-07-01,15301780000
2024-07-02,15283275999
2024-07-03,15362432000
2024-07-05,15303836000
2024-07-08,15283275999
2024-07-09,15279164000
2024-07-10,15657468000
2024-07-11,15698588000
2024-07-12,15925775999
2024-07-15,16157075999
2024-07-16,16676216000
2024-07-17,16155020000
2024-07-18,15722232000
2024-07-19,15893908000
2024-07-22,15828116000
2024-07-23,15941196000
2024-07-24,15451868000
2024-07-25,15446728000
2024-07-26,15404580000
2024-07-29,15496072000
2024-07-30,15563920000
2024-07-31,15145524000
2024-08-01,14511248000
2024-08-02,14039396000
2024-08-05,13541334000
2024-08-06,13347222000
2024-08-07,13179396000
2024-08-08,13481685000
2024-08-09,13662653999
